player,ta_id,player_name,svc_matches,svc_aces_per_game,svc_dfs_per_game,svc_ace_to_df_ratio,svc_first_serve_pct,svc_first_serve_win_pct,svc_second_serve_win_pct,svc_service_pts_win_pct,svc_bp_save_pct,svc_hold_pct,tour,window,surface,ret_matches,ret_opp_aces_per_game,ret_opp_dfs_per_game,ret_opp_first_serve_pct,ret_first_return_win_pct,ret_second_return_win_pct,ret_return_pts_win_pct,ret_bp_win_pct,ret_opp_hold_pct
25016,6048,Marco Cecchinato,2.0,0.125,0.041666666666666664,3.0,0.6962025316455697,0.6272727272727273,0.625,0.6265822784810127,0.6666666666666666,0.8333333333333334,ATP,12 month,clay,2.0,0.5416666666666666,0.2916666666666667,0.6708860759493671,0.2735849056603774,0.5961538461538461,0.379746835443038,0.35714285714285715,0.7916666666666666
25113,6145,Franco Agamenone,1.0,0.5,0.375,1.3333333333333333,0.660377358490566,0.4857142857142857,0.5555555555555556,0.5094339622641509,0.5,0.5,ATP,12 month,clay,1.0,0.375,0.0,0.6875,0.21212121212121215,0.4,0.27083333333333337,0.0,1.0
25149,6181,Hugo Dellien,7.0,0.19696969696969696,0.09090909090909091,2.1666666666666665,0.7817745803357314,0.647239263803681,0.5714285714285714,0.6306954436450839,0.6176470588235294,0.803030303030303,ATP,12 month,clay,7.0,0.21428571428571427,0.15714285714285714,0.649616368286445,0.3385826771653543,0.5401459854014599,0.40920716112531974,0.48717948717948717,0.7285714285714285
25280,6312,Thiago Monteiro,6.0,0.47619047619047616,0.15873015873015872,3.0,0.6814814814814815,0.6920289855072463,0.43410852713178294,0.6098765432098765,0.6470588235294118,0.8095238095238095,ATP,12 month,clay,6.0,0.6557377049180327,0.2459016393442623,0.6699029126213593,0.30797101449275366,0.5220588235294117,0.3786407766990292,0.4,0.7704918032786885
25377,6409,Cristian Garin,3.0,0.2564102564102564,0.3333333333333333,0.7692307692307693,0.6259842519685039,0.6855345911949685,0.4105263157894737,0.5826771653543307,0.5714285714285714,0.7692307692307693,ATP,12 month,clay,3.0,0.4,0.15,0.6627906976744186,0.368421052631579,0.48275862068965514,0.40697674418604646,0.15384615384615385,0.9
30463,11477,Laslo Djere,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6229508196721312,0.631578947368421,0.43478260869565216,0.5573770491803278,0.6666666666666666,0.6666666666666666,ATP,12 month,clay,1.0,0.2222222222222222,0.1111111111111111,0.6956521739130435,0.125,0.3571428571428571,0.19565217391304346,0.0,1.0
30747,11761,Nicolas Jarry,2.0,0.3125,0.125,2.5,0.7351351351351352,0.6470588235294118,0.4897959183673469,0.6054054054054054,0.4166666666666667,0.78125,ATP,12 month,clay,2.0,0.43333333333333335,0.3,0.546875,0.2571428571428571,0.4022988505747126,0.32291666666666663,0.5,0.8666666666666667
42705,23687,Daniel Elahi Galan,5.0,0.25806451612903225,0.2903225806451613,0.8888888888888888,0.6352040816326531,0.6827309236947792,0.44755244755244755,0.5969387755102041,0.37037037037037035,0.7258064516129032,ATP,12 month,clay,5.0,0.3,0.2,0.5804749340369393,0.2909090909090909,0.46540880503144655,0.3641160949868074,0.52,0.7833333333333333
43029,24011,Pedro Martinez,5.0,0.1016949152542373,0.288135593220339,0.35294117647058826,0.6731301939058172,0.6995884773662552,0.4067796610169492,0.6038781163434903,0.5217391304347826,0.8135593220338984,ATP,12 month,clay,5.0,0.49122807017543857,0.22807017543859648,0.6613756613756614,0.348,0.5625,0.4206349206349206,0.5454545454545454,0.6842105263157895
45147,126197,Orlando Luz,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5882352941176471,0.7,0.38095238095238093,0.5686274509803921,0.5,0.7777777777777778,ATP,12 month,clay,1.0,0.375,0.375,0.6785714285714286,0.23684210526315785,0.2777777777777778,0.25,0.0,1.0
45164,26117,Alejandro Tabilo,11.0,0.4148148148148148,0.07407407407407407,5.6,0.6731016731016731,0.762906309751434,0.562992125984252,0.6975546975546976,0.5882352941176471,0.8962962962962963,ATP,12 month,clay,11.0,0.5072463768115942,0.18840579710144928,0.6562150055991042,0.32764505119453924,0.495114006514658,0.38521836506159013,0.39436619718309857,0.7971014492753623
45454,26407,Andrea Pellegrino,9.0,0.2897196261682243,0.21495327102803738,1.3478260869565217,0.5636363636363636,0.7419354838709677,0.5347222222222222,0.6515151515151515,0.6904761904761905,0.8785046728971962,ATP,12 month,clay,9.0,0.6057692307692307,0.27884615384615385,0.5806010928961749,0.28,0.5472312703583062,0.3920765027322405,0.41509433962264153,0.7884615384615384
45560,26514,Matteo Berrettini,6.0,0.4647887323943662,0.15492957746478872,3.0,0.684964200477327,0.7456445993031359,0.5227272727272727,0.6754176610978521,0.6896551724137931,0.8732394366197183,ATP,12 month,clay,6.0,0.25,0.08823529411764706,0.680672268907563,0.3271604938271605,0.4276315789473685,0.35924369747899154,0.2727272727272727,0.8676470588235294
46107,27059,Daniel Altmaier,2.0,0.5263157894736842,0.3157894736842105,1.6666666666666667,0.6551724137931034,0.631578947368421,0.38,0.5448275862068965,0.6875,0.7368421052631579,ATP,12 month,clay,2.0,0.10526315789473684,0.05263157894736842,0.7903225806451613,0.23469387755102045,0.5384615384615384,0.2983870967741935,0.3333333333333333,0.9473684210526315
63551,44483,Tomas Barrios Vera,6.0,0.16129032258064516,0.14516129032258066,1.1111111111111112,0.6329113924050633,0.612,0.4827586206896552,0.5645569620253165,0.5675675675675675,0.7419354838709677,ATP,12 month,clay,6.0,0.5901639344262295,0.18032786885245902,0.6209677419354839,0.2857142857142857,0.43971631205673756,0.34408602150537637,0.3448275862068966,0.8360655737704918
63730,44662,Genaro Alberto Olivieri,1.0,0.2222222222222222,0.0,,0.8,0.5555555555555556,0.0,0.4444444444444444,0.375,0.4444444444444444,ATP,12 month,clay,1.0,0.25,0.0,0.8727272727272727,0.4375,0.2857142857142857,0.4181818181818182,0.5,0.75
63777,44709,Tomas Martin Etcheverry,9.0,0.5966386554621849,0.11764705882352941,5.071428571428571,0.6450331125827815,0.7330595482546202,0.5074626865671642,0.6529801324503312,0.5897435897435898,0.865546218487395,ATP,12 month,clay,9.0,0.423728813559322,0.1864406779661017,0.6613333333333333,0.28629032258064513,0.4921259842519685,0.356,0.38636363636363635,0.8559322033898306
63881,44813,Santiago Fa Rodriguez Taverna,1.0,0.3333333333333333,0.4444444444444444,0.75,0.5714285714285714,0.6,0.4666666666666667,0.5428571428571428,0.6666666666666666,0.6666666666666666,ATP,12 month,clay,1.0,0.1111111111111111,0.0,0.6666666666666666,0.21875,0.3125,0.25,,1.0
71327,52164,Camilo Ugo Carabelli,5.0,0.19607843137254902,0.35294117647058826,0.5555555555555556,0.6385869565217391,0.6297872340425532,0.49624060150375937,0.5815217391304348,0.6764705882352942,0.7843137254901961,ATP,12 month,clay,5.0,0.2653061224489796,0.2653061224489796,0.656441717791411,0.3271028037383178,0.4642857142857143,0.3742331288343558,0.47619047619047616,0.7959183673469388
71546,52383,Felipe Meligeni Alves,1.0,0.0,0.25,0.0,0.7719298245614035,0.4772727272727273,0.23076923076923078,0.42105263157894735,0.4,0.25,ATP,12 month,clay,1.0,0.875,0.125,0.6666666666666666,0.3055555555555556,0.5555555555555556,0.38888888888888884,0.2857142857142857,0.75
73269,54083,Thiago Agustin Tirante,5.0,0.8064516129032258,0.1935483870967742,4.166666666666667,0.6234096692111959,0.6938775510204082,0.5,0.6208651399491094,0.625,0.8064516129032258,ATP,12 month,clay,5.0,0.3387096774193548,0.2903225806451613,0.6147757255936676,0.3133047210300429,0.45890410958904104,0.36939313984168864,0.4482758620689655,0.7903225806451613
73314,54128,Francisco Cerundolo,9.0,0.2727272727272727,0.19480519480519481,1.4,0.6216216216216216,0.7267080745341615,0.5459183673469388,0.6583011583011583,0.7837837837837838,0.8961038961038961,ATP,12 month,clay,9.0,0.26582278481012656,0.21518987341772153,0.63,0.3555555555555555,0.5729729729729729,0.43600000000000005,0.39622641509433965,0.7341772151898734
73315,54129,Sebastian Baez,7.0,0.10810810810810811,0.25675675675675674,0.42105263157894735,0.702258726899384,0.6608187134502924,0.5241379310344828,0.6201232032854209,0.6829268292682927,0.8243243243243243,ATP,12 month,clay,7.0,0.3194444444444444,0.18055555555555555,0.6213389121338913,0.2895622895622896,0.5248618784530387,0.37866108786610875,0.3235294117647059,0.8472222222222222
76945,57678,Thiago Seyboth Wild,3.0,0.6216216216216216,0.21621621621621623,2.875,0.6607142857142857,0.6594594594594595,0.5578947368421052,0.625,0.6363636363636364,0.7837837837837838,ATP,12 month,clay,3.0,0.3783783783783784,0.10810810810810811,0.6245210727969349,0.2760736196319018,0.47959183673469385,0.3524904214559387,0.3888888888888889,0.8108108108108109
77518,58251,Joao Lucas Reis Da Silva,2.0,0.15,0.2,0.75,0.6639344262295082,0.5925925925925926,0.4634146341463415,0.5491803278688525,0.45454545454545453,0.7,ATP,12 month,clay,2.0,0.5789473684210527,0.05263157894736842,0.6846153846153846,0.2471910112359551,0.5365853658536586,0.3384615384615385,0.3333333333333333,0.8947368421052632
78341,59055,Matias Soto,1.0,0.1111111111111111,0.6666666666666666,0.16666666666666666,0.4307692307692308,0.5,0.4864864864864865,0.49230769230769234,0.5,0.6666666666666666,ATP,12 month,clay,1.0,0.625,0.0,0.7758620689655172,0.33333333333333337,0.3076923076923077,0.3275862068965517,0.3333333333333333,0.875
78393,59106,Emilio Nava,5.0,0.5952380952380952,0.3333333333333333,1.7857142857142858,0.6713780918727915,0.6842105263157895,0.3870967741935484,0.5865724381625441,0.5862068965517241,0.7142857142857143,ATP,12 month,clay,5.0,0.24444444444444444,0.13333333333333333,0.6875,0.2545454545454545,0.43999999999999995,0.3125,0.36363636363636365,0.9111111111111111
78889,59602,Juan Manuel Cerundolo,6.0,0.2916666666666667,0.18055555555555555,1.6153846153846154,0.7238307349665924,0.64,0.532258064516129,0.6102449888641426,0.6896551724137931,0.875,ATP,12 month,clay,6.0,0.23943661971830985,0.30985915492957744,0.6494623655913978,0.3211920529801324,0.5889570552147239,0.4150537634408602,0.4186046511627907,0.7464788732394366
78891,59604,Facundo Diaz Acosta,1.0,0.5454545454545454,0.18181818181818182,3.0,0.6774193548387096,0.7142857142857143,0.6,0.6774193548387096,0.0,0.9090909090909091,ATP,12 month,clay,1.0,0.2,0.1,0.7183098591549296,0.27450980392156865,0.35,0.295774647887324,0.0,1.0
78892,59605,Francisco Comesana,4.0,0.5535714285714286,0.4642857142857143,1.1923076923076923,0.6336336336336337,0.7535545023696683,0.4262295081967213,0.6336336336336337,0.4117647058823529,0.8214285714285714,ATP,12 month,clay,4.0,0.19298245614035087,0.22807017543859648,0.6098901098901099,0.3153153153153153,0.43661971830985913,0.3626373626373627,0.3333333333333333,0.8771929824561403
79257,59970,Pedro Boscardin Dias,1.0,0.5454545454545454,0.0,,0.6,0.5833333333333334,0.4166666666666667,0.5166666666666667,0.2857142857142857,0.5454545454545454,ATP,12 month,clay,1.0,0.09090909090909091,0.0,0.6349206349206349,0.30000000000000004,0.5652173913043479,0.39682539682539686,0.3333333333333333,0.9090909090909091
79572,60284,Gustavo Heide,2.0,0.15,0.35,0.42857142857142855,0.5813953488372093,0.6666666666666666,0.42592592592592593,0.5658914728682171,0.5,0.75,ATP,12 month,clay,2.0,0.35,0.25,0.6417910447761194,0.2674418604651163,0.375,0.30597014925373134,0.16666666666666666,0.95
79574,60286,Mariano Navone,5.0,0.0392156862745098,0.3333333333333333,0.11764705882352941,0.6357615894039735,0.6614583333333334,0.4,0.5662251655629139,0.5,0.7647058823529411,ATP,12 month,clay,5.0,0.12,0.3,0.5905044510385756,0.36180904522613067,0.5434782608695652,0.43620178041543023,0.35135135135135137,0.74
79622,208411,Daniel Antonio Nunez,1.0,0.0,0.2857142857142857,0.0,0.49122807017543857,0.5,0.4482758620689655,0.47368421052631576,0.5,0.2857142857142857,ATP,12 month,clay,1.0,0.125,0.375,0.4897959183673469,0.20833333333333337,0.43999999999999995,0.326530612244898,0.0,1.0
80070,60782,Francesco Passaro,8.0,0.39361702127659576,0.14893617021276595,2.642857142857143,0.6690265486725664,0.6851851851851852,0.5187165775401069,0.6300884955752213,0.6444444444444445,0.8297872340425532,ATP,12 month,clay,8.0,0.21505376344086022,0.16129032258064516,0.6418918918918919,0.33684210526315794,0.5,0.3952702702702703,0.32653061224489793,0.8279569892473119
80093,60805,Roman Andres Burruchaga,5.0,0.3684210526315789,0.2807017543859649,1.3125,0.6525198938992043,0.6829268292682927,0.5114503816793893,0.623342175066313,0.5757575757575758,0.7543859649122807,ATP,12 month,clay,5.0,0.27586206896551724,0.43103448275862066,0.620253164556962,0.3755102040816326,0.4866666666666667,0.4177215189873418,0.39473684210526316,0.7413793103448276
80124,60836,Juan Bautista Torres,1.0,0.1,0.0,,0.6481481481481481,0.6,0.5789473684210527,0.5925925925925926,0.0,0.7,ATP,12 month,clay,1.0,0.1,0.1,0.7627118644067796,0.28888888888888886,0.2857142857142857,0.288135593220339,1.0,0.9
80358,61069,Vilius Gaubas,9.0,0.3229166666666667,0.17708333333333334,1.8235294117647058,0.7051851851851851,0.6554621848739496,0.4723618090452261,0.6014814814814815,0.6666666666666666,0.8333333333333334,ATP,12 month,clay,9.0,0.3465346534653465,0.21782178217821782,0.5970149253731343,0.3138888888888889,0.4732510288065843,0.37810945273631846,0.3958333333333333,0.8118811881188119
80437,61148,Adolfo Daniel Vallejo,5.0,0.35294117647058826,0.21568627450980393,1.6363636363636365,0.6277602523659306,0.6834170854271356,0.4915254237288136,0.61198738170347,0.625,0.8235294117647058,ATP,12 month,clay,5.0,0.5,0.32,0.6716867469879518,0.32735426008968604,0.5504587155963303,0.4006024096385542,0.3448275862068966,0.8
80471,61181,Luciano Darderi,9.0,0.4020618556701031,0.24742268041237114,1.625,0.5645695364238411,0.7888563049853372,0.4714828897338403,0.6506622516556292,0.6304347826086957,0.8247422680412371,ATP,12 month,clay,9.0,0.17346938775510204,0.2653061224489796,0.639937106918239,0.36609336609336607,0.5414847161572052,0.4292452830188679,0.44642857142857145,0.7448979591836735
80495,61204,Elmer Moller,3.0,0.15625,0.71875,0.21739130434782608,0.6076555023923444,0.5118110236220472,0.47560975609756095,0.49760765550239233,0.47619047619047616,0.65625,ATP,12 month,clay,3.0,0.3939393939393939,0.30303030303030304,0.6227272727272727,0.3138686131386861,0.5421686746987953,0.4,0.5294117647058824,0.7272727272727273
81071,61749,Ignacio Buse,7.0,0.3157894736842105,0.18947368421052632,1.6666666666666667,0.6348408710217756,0.6992084432717678,0.5091743119266054,0.6298157453936348,0.6666666666666666,0.8315789473684211,ATP,12 month,clay,7.0,0.35051546391752575,0.17525773195876287,0.6351851851851852,0.2711370262390671,0.4568527918781726,0.3388888888888889,0.45714285714285713,0.8350515463917526
81086,61763,Alex Barrena,4.0,0.2926829268292683,0.2926829268292683,1.0,0.5363321799307958,0.6838709677419355,0.5,0.5986159169550173,0.6666666666666666,0.7804878048780488,ATP,12 month,clay,4.0,0.21428571428571427,0.23809523809523808,0.6056910569105691,0.36241610738255037,0.5360824742268041,0.43089430894308944,0.56,0.6666666666666666
81223,61900,Henrique Rocha,2.0,0.17647058823529413,0.47058823529411764,0.375,0.6228070175438597,0.6901408450704225,0.5581395348837209,0.6403508771929824,0.625,0.8235294117647058,ATP,12 month,clay,2.0,0.05555555555555555,0.2222222222222222,0.6320754716981132,0.25373134328358204,0.5897435897435898,0.37735849056603776,0.2857142857142857,0.8888888888888888
81473,62149,Jaime Faria,5.0,0.42105263157894735,0.24561403508771928,1.7142857142857142,0.598314606741573,0.755868544600939,0.5664335664335665,0.6797752808988764,0.6875,0.9122807017543859,ATP,12 month,clay,5.0,0.4482758620689655,0.22413793103448276,0.7154046997389034,0.3029197080291971,0.5596330275229358,0.37597911227154046,0.3076923076923077,0.8620689655172413
81508,62394,Lautaro Midon,3.0,0.5333333333333333,0.13333333333333333,4.0,0.5990566037735849,0.6456692913385826,0.4470588235294118,0.5660377358490566,0.5714285714285714,0.6,ATP,12 month,clay,3.0,0.09375,0.25,0.7244897959183674,0.4014084507042254,0.6481481481481481,0.4693877551020408,0.52,0.59375
81621,62296,Juan Manuel La Serna,1.0,0.25,0.375,0.6666666666666666,0.6666666666666666,0.5588235294117647,0.5294117647058824,0.5490196078431373,0.5555555555555556,0.5,ATP,12 month,clay,1.0,0.25,0.125,0.5476190476190477,0.21739130434782605,0.21052631578947367,0.2142857142857143,0.0,1.0
82686,211477,Nicolas Villalon Valdes,1.0,0.5,0.2,2.5,0.6379310344827587,0.6756756756756757,0.47619047619047616,0.603448275862069,0.0,0.8,ATP,12 month,clay,1.0,0.3333333333333333,0.2222222222222222,0.7543859649122807,0.18604651162790697,0.5,0.26315789473684215,0.0,1.0
82872,63536,Joao Fonseca,3.0,0.35,0.1,3.5,0.6349206349206349,0.725,0.5760869565217391,0.6706349206349206,0.6875,0.875,ATP,12 month,clay,3.0,0.55,0.2,0.6514522821576764,0.2420382165605095,0.5357142857142857,0.34439834024896265,0.26666666666666666,0.9
83812,212603,Benjamin Torrealba,1.0,0.0,0.5714285714285714,0.0,0.4888888888888889,0.45454545454545453,0.2608695652173913,0.35555555555555557,0.5555555555555556,0.42857142857142855,ATP,12 month,clay,1.0,0.0,0.0,0.675,0.2962962962962963,0.3846153846153846,0.32499999999999996,0.5,0.8571428571428571
84238,213036,Luis Guto Miguel,1.0,0.07692307692307693,0.07692307692307693,1.0,0.7142857142857143,0.7166666666666667,0.4166666666666667,0.6309523809523809,0.625,0.7692307692307693,ATP,12 month,clay,1.0,0.0,0.16666666666666666,0.7625,0.4098360655737705,0.368421052631579,0.4,0.6666666666666666,0.8333333333333334
155691,,Daniel Jovanovski,1.0,0.2727272727272727,0.45454545454545453,0.6,0.56,0.7142857142857143,0.3939393939393939,0.5733333333333334,0.7,0.7272727272727273,ATP,12 month,hard,1.0,0.18181818181818182,0.36363636363636365,0.6065573770491803,0.16216216216216217,0.45833333333333337,0.2786885245901639,0.2,0.9090909090909091
155692,61905,Daniel Merida,4.0,0.6206896551724138,0.1896551724137931,3.272727272727273,0.6684210526315789,0.6968503937007874,0.46825396825396826,0.6210526315789474,0.6470588235294118,0.7931034482758621,ATP,12 month,hard,4.0,0.43859649122807015,0.24561403508771928,0.6440677966101694,0.3464912280701754,0.4206349206349206,0.3728813559322034,0.375,0.7894736842105263
155761,,Kai Thompson,1.0,0.2222222222222222,0.4444444444444444,0.5,0.6538461538461539,0.5588235294117647,0.3888888888888889,0.5,0.42857142857142855,0.5555555555555556,ATP,12 month,hard,1.0,0.625,0.125,0.6875,0.21212121212121215,0.33333333333333337,0.25,0.25,0.875
155790,2092,Martin Damm Jr,11.0,1.3484848484848484,0.2878787878787879,4.684210526315789,0.6732919254658385,0.7970479704797048,0.5437262357414449,0.7142857142857143,0.625,0.9318181818181818,ATP,12 month,hard,11.0,0.706766917293233,0.15789473684210525,0.6589327146171694,0.2535211267605634,0.4727891156462585,0.32830626450116007,0.3090909090909091,0.8721804511278195
155866,59276,Yunchaokete Bu,3.0,0.5277777777777778,0.1111111111111111,4.75,0.6682242990654206,0.6853146853146853,0.5352112676056338,0.6355140186915887,0.5714285714285714,0.8333333333333334,ATP,12 month,hard,3.0,0.8787878787878788,0.09090909090909091,0.6620370370370371,0.1748251748251748,0.3561643835616438,0.23611111111111116,0.0,1.0
156896,11420,Mackenzie McDonald,8.0,0.5104166666666666,0.16666666666666666,3.0625,0.6496124031007752,0.6682577565632458,0.5707964601769911,0.6341085271317829,0.62,0.8020833333333334,ATP,12 month,hard,8.0,0.6530612244897959,0.24489795918367346,0.6111111111111112,0.2831168831168831,0.5265306122448979,0.37777777777777777,0.3225806451612903,0.7959183673469388
156905,22231,Botic Van de Zandschulp,10.0,0.7286821705426356,0.40310077519379844,1.8076923076923077,0.6286407766990292,0.7606177606177607,0.45751633986928103,0.6480582524271845,0.5869565217391305,0.8527131782945736,ATP,12 month,hard,10.0,0.5669291338582677,0.25196850393700787,0.6581508515815085,0.2735674676524954,0.4875444839857651,0.34671532846715325,0.3148148148148148,0.8661417322834646
156914,61864,Dino Prižmić,8.0,0.39361702127659576,0.2765957446808511,1.4230769230769231,0.6502463054187192,0.7373737373737373,0.5586854460093896,0.6748768472906403,0.72,0.851063829787234,ATP,12 month,hard,8.0,0.4421052631578947,0.2736842105263158,0.6377952755905512,0.3382716049382716,0.5173913043478261,0.4031496062992126,0.39436619718309857,0.7052631578947368
156916,5983,Damir Džumhur,4.0,0.21568627450980393,0.21568627450980393,1.0,0.6112759643916914,0.6407766990291263,0.4580152671755725,0.56973293768546,0.47368421052631576,0.6078431372549019,ATP,12 month,hard,4.0,0.5192307692307693,0.21153846153846154,0.5981012658227848,0.3121693121693122,0.5196850393700787,0.39556962025316456,0.5172413793103449,0.7115384615384616
156919,6131,Roberto Carballés Baena,8.0,0.5222222222222223,0.2222222222222222,2.35,0.6593806921675774,0.7375690607734806,0.5668449197860963,0.6794171220400729,0.5925925925925926,0.8777777777777778,ATP,12 month,hard,8.0,0.4666666666666667,0.2222222222222222,0.6363636363636364,0.2857142857142857,0.5593220338983051,0.38520801232665636,0.2923076923076923,0.7888888888888889
156921,52288,Vit Kopřiva,4.0,0.5172413793103449,0.25862068965517243,2.0,0.6146341463414634,0.6706349206349206,0.5,0.6048780487804878,0.6756756756756757,0.7931034482758621,ATP,12 month,hard,4.0,0.7368421052631579,0.2631578947368421,0.6951566951566952,0.27459016393442626,0.485981308411215,0.3390313390313391,0.44,0.8070175438596491
156923,5512,Jan-Lennard Struff,12.0,0.7013888888888888,0.19444444444444445,3.607142857142857,0.6260355029585799,0.7410207939508506,0.5411392405063291,0.6662721893491125,0.5714285714285714,0.8333333333333334,ATP,12 month,hard,12.0,0.7394366197183099,0.323943661971831,0.614240170031881,0.2941176470588235,0.5151515151515151,0.37938363443145595,0.35,0.7535211267605634
156933,5217,Marin Čilić,10.0,1.0593220338983051,0.3305084745762712,3.2051282051282053,0.5852713178294574,0.8322295805739515,0.5046728971962616,0.6963824289405685,0.6451612903225806,0.9067796610169492,ATP,12 month,hard,10.0,0.819672131147541,0.21311475409836064,0.6483660130718955,0.25604838709677424,0.5687732342007434,0.36601307189542487,0.41379310344827586,0.8032786885245902
156936,62629,Federico Cinà,2.0,0.3103448275862069,0.13793103448275862,2.25,0.7021276595744681,0.7045454545454546,0.48214285714285715,0.6382978723404256,0.6363636363636364,0.8620689655172413,ATP,12 month,hard,2.0,0.3793103448275862,0.20689655172413793,0.7305389221556886,0.25409836065573765,0.4222222222222223,0.29940119760479045,0.3076923076923077,0.8620689655172413
156941,,Pierre-Hugues Herbert,3.0,0.46875,0.3125,1.5,0.599009900990099,0.7520661157024794,0.4691358024691358,0.6386138613861386,0.6666666666666666,0.84375,ATP,12 month,hard,3.0,0.41935483870967744,0.0967741935483871,0.6666666666666666,0.26190476190476186,0.47619047619047616,0.33333333333333337,0.3,0.9032258064516129
156949,5790,Pablo Carreño Busta,15.0,0.29347826086956524,0.125,2.347826086956522,0.6660899653979239,0.6961038961038961,0.5025906735751295,0.6314878892733564,0.5394736842105263,0.8097826086956522,ATP,12 month,hard,15.0,0.8494623655913979,0.3010752688172043,0.5938566552901023,0.25287356321839083,0.5504201680672269,0.37372013651877134,0.3978494623655914,0.8010752688172043
